17576
419909.03614720743	aaa
243396.62332188882	aab
254335.15019935748	aac
618387.5849473403	aad
615754.1316685834	aae
7169.33139834508	aaf
254023.2887891919	aag
255510.61329667945	aah
854771.2323461719	aai
790179.9441945528	aaj
366108.99530674424	aak
887901.9682233294	aal
474306.7751088651	aam
462059.9324658988	aan
877356.3310427178	aao
88464.37817297482	aap
222782.2518514029	aaq
210356.0287070909	aar
681249.846600621	aas
854792.1580569992	aat
436458.3267196197	aau
746756.2418765932	aav
571958.357641416	aaw
377307.05823834665	aax
104027.8406906766	aay
287005.9649544906	aaz
952668.9727008778	aba
213636.13715616058	abb
471069.6649370686	abc
604447.7658578869	abd
843715.9316277376	abe
258040.17250721346	abf
612239.3631738725	abg
370674.3606804782	abh
83151.77381033145	abi
49857.71004813078	abj
646541.8913728275	abk
995325.5926806938	abl
537777.8143870231	abm
450143.21266536217	abn
567123.3627988446	abo
710578.0319843814	abp
318168.4416699682	abq
788699.3252521964	abr
870085.3108059677	abs
635002.447908163	abt
603511.0203025178	abu
713027.2769092722	abv
272842.86036556517	abw
848946.0841720449	abx
806030.1086967309	aby
421049.69447926356	abz
987814.0074135008	aca
190727.51941711464	acb
357110.4106623371	acc
272754.53911528934	acd
246523.37572101902	ace
510120.5541086299	acf
433002.37012516975	acg
5930.628217394096	ach
781928.6733970529	aci
977200.7151340665	acj
215456.30718890918	ack
164011.56221361656	acl
152262.05898611943	acm
725659.3727268676	acn
70140.03920928769	aco
256643.0868039812	acp
940935.9262935104	acq
89405.13634331748	acr
209470.83531652333	acs
523472.6617888617	act
996631.9859165614	acu
997317.5203009438	acv
585046.9482678584	acw
857937.8860201903	acx
217214.135349171	acy
841918.5092441147	acz
706234.6364355596	ada
526571.7165827252	adb
295530.0621238426	adc
851884.5294686973	add
803436.3451892341	ade
15683.973364015614	adf
457017.4323352981	adg
308053.35913293564	adh
633686.3524323493	adi
866115.159764217	adj
873821.2589756659	adk
823507.2537578422	adl
659497.3216569903	adm
898154.4171813007	adn
349550.25999095524	ado
978848.8612501064	adp
33045.08380677606	adq
495822.5083039615	adr
693482.5575317638	ads
746902.3786342555	adt
912118.1801188752	adu
658636.9774755265	adv
559116.2574047581	adw
731143.7337189782	adx
62400.371887603054	ady
128714.38283859416	adz
661103.4152330479	aea
580719.0039807894	aeb
196526.95198673144	aec
366797.5531809827	aed
550812.9727601035	aee
298395.1548869006	aef
35728.06101117476	aeg
982534.1157711213	aeh
216649.58128260713	aei
915126.9834606993	aej
28580.277207961633	aek
567864.7169472954	ael
641236.3654257057	aem
134945.26478274926	aen
355881.0240510829	aeo
245431.5493958107	aep
176365.49651530242	aeq
925944.6529369404	aer
107420.31699190679	aes
205388.3032305337	aet
143818.08726208133	aeu
547297.2302290038	aev
497308.0328911361	aew
159774.199914399	aex
479459.028036795	aey
734727.2076704985	aez
142052.10293050186	afa
43648.565191481524	afb
148886.2739694493	afc
934276.1148426009	afd
536892.9350040223	afe
741811.9185492595	aff
893066.1185986289	afg
549034.8997296186	afh
642997.7421987805	afi
403688.4172970483	afj
493492.5184036353	afk
353154.2018593925	afl
891859.0258589626	afm
299474.7312343208	afn
562962.3351896573	afo
346860.1186820979	afp
755236.030305038	afq
575802.6376068562	afr
333388.6985876292	afs
633801.2510487968	aft
399428.72714401287	afu
700794.4027484378	afv
869910.7239545747	afw
387875.34853805095	afx
504154.05654450564	afy
704626.6586879154	afz
117527.8533414471	aga
489423.2103091875	agb
541106.2490292502	agc
633947.1643993258	agd
1717.5019112959378	age
151778.82966190448	agf
63519.57053017865	agg
516044.9636968235	agh
886658.3235226636	agi
467239.44172389695	agj
933497.8226782997	agk
723045.485014575	agl
383572.62538316374	agm
118180.34137545418	agn
657617.4666605692	ago
874022.1464995	agp
579565.8871321332	agq
8080.120563018767	agr
334661.9402555533	ags
340664.61995376105	agt
466039.5667792554	agu
841973.9015037459	agv
292696.0533347693	agw
490222.11818382447	agx
576106.4313238468	agy
713499.8009865234	agz
479280.41747891135	aha
840668.1001907336	ahb
500539.0461493465	ahc
272256.75390288926	ahd
938619.969630648	ahe
53758.9238257854	ahf
14290.068478045148	ahg
755965.9943618088	ahh
542217.8542983267	ahi
993490.3478833762	ahj
584156.5118332454	ahk
994263.2422215022	ahl
381259.2267356449	ahm
916847.9114379343	ahn
893925.6938538364	aho
363426.8564698866	ahp
201835.05479896357	ahq
928178.5879433654	ahr
587247.8560125446	ahs
209770.4343339739	aht
269126.6660804783	ahu
985987.5341624038	ahv
584335.9028481671	ahw
507449.31649339496	ahx
868122.8081425788	ahy
764882.1931546294	ahz
45247.97827726679	aia
761565.4388258551	aib
724657.9056389731	aic
605485.2121177121	aid
404638.632627388	aie
973900.559623058	aif
430583.9005132996	aig
600855.057103175	aih
269224.65829472174	aii
785512.301457765	aij
367126.2292071504	aik
489939.6209717841	ail
217538.02432006464	aim
983053.6062044635	ain
701433.1016943096	aio
789190.4472446464	aip
817879.5053593469	aiq
179101.78470886973	air
827101.2426515184	ais
428837.1851139537	ait
695148.1416133171	aiu
926736.7125781913	aiv
77374.58413698628	aiw
858724.415035936	aix
368190.3762038458	aiy
581866.3944011693	aiz
183366.81497190354	aja
26688.04399018787	ajb
68511.56284750048	ajc
217945.1240654825	ajd
376362.2231430601	aje
466662.0540929064	ajf
177361.28638691216	ajg
335722.2620766659	ajh
798722.8634550871	aji
118808.03878881397	ajj
572793.4419668906	ajk
296550.7198173614	ajl
972138.6189675176	ajm
503572.98195191316	ajn
915191.5833342783	ajo
687533.3187772776	ajp
150938.3059283318	ajq
206273.6362168679	ajr
534782.3005707184	ajs
555207.7907693423	ajt
896441.8543679359	aju
70403.17780822903	ajv
438015.319118065	ajw
407804.1618083198	ajx
985248.7419695818	ajy
458762.52227676485	ajz
18844.65340275343	aka
596057.3357575882	akb
734120.485541867	akc
713591.1541254724	akd
567085.1903330825	ake
584035.8110508735	akf
409251.3020651556	akg
204831.95380238327	akh
473763.16541606124	aki
461231.8000442437	akj
240959.11630920574	akk
134509.21923237757	akl
249749.8707312128	akm
418566.1272501158	akn
707491.6922772278	ako
846435.3073067114	akp
277210.5341220965	akq
